text,text_indexes
honourable respect and worn as a memorable trophy of,"[1550, 789, 4, 1753, 22, 8, 10442, 10443]"
but that it eats our victuals i should think,"[19, 9, 14, 2296, 56, 6926, 3, 83]"
what if i strayd no further but chose here,"[32, 30, 3, 11672, 33, 598, 19, 2141]"
when the moon shone we did not see the candle,"[58, 2, 541, 5853, 38, 86, 12, 85]"
why not a mother when i said a mother,"[91, 12, 8, 343, 58, 3, 219, 8]"
here comes my man i think he brings the money,"[72, 187, 10, 65, 3, 100, 17, 1226]"
come sir it wants a twelvemonth and a day,"[52, 57, 14, 1538, 8, 4831, 4, 8]"
as thou art in desire wouldst thou have that,"[22, 28, 118, 11, 418, 555, 28, 20]"
ay that i had not done a thousand more,"[147, 9, 3, 77, 12, 132, 8, 454]"
kill king pericles and if i do it not i am sure to,"[372, 93, 1606, 4, 30, 3, 31, 14]"
come guard the door without let him not pass,"[52, 766, 2, 524, 410, 61, 23, 12]"
his very genius hath taken the infection of the device man,"[25, 142, 5417, 75, 731, 2, 7616, 6]"
but chiefly to take thence from her dead finger,"[19, 3333, 5, 95, 897, 60, 34, 180]"
what canst thou say all this and never blush,"[32, 403, 28, 71, 37, 24, 4, 130]"
itself ten which is a goodly increase and the,"[758, 499, 66, 13, 8, 1168, 3090, 4]"
take thou thy silvia for thou hast deserved her,"[95, 28, 41, 1687, 16, 28, 155, 1404]"
well i am your theme you have the start of me i,"[51, 3, 49, 27, 1779, 7, 20, 2]"
and will not trust one of her malice with,"[4, 26, 12, 440, 68, 6, 34, 1045]"
fear not thy sons they shall do well enough,"[135, 12, 41, 483, 45, 35, 31, 51]"
but doth he know that i am in this forest and in,"[19, 140, 17, 69, 9, 3, 49, 11]"
well my dread lord so must i call you now,"[51, 10, 1653, 67, 29, 88, 3, 166]"
testify your bounty i thank you you have testerned,"[5109, 27, 1758, 3, 261, 7, 7, 20]"
you are undone captain all but your scarf that,"[7, 39, 1431, 744, 37, 19, 27, 3479]"
if i had thee in lipsbury pinfold i would make thee,"[30, 3, 77, 40, 11, 10904, 10905, 3]"
i like him not nor stands it safe with us,"[3, 87, 23, 12, 117, 556, 14, 853]"
you look as you had something more to say,"[7, 115, 22, 7, 77, 641, 55, 5]"
her whip of crickets bone the lash of film,"[34, 1347, 6, 4953, 2716, 2, 5558, 6]"
are nursed by baseness thourt by no means valiant,"[39, 4840, 36, 3676, 1352, 36, 33, 326]"
enter titus marcus lavinia and young lucius a boy,"[113, 1231, 1863, 2729, 4, 220, 997, 8]"
move them no more by crossing their high will,"[683, 64, 33, 55, 36, 7625, 92, 441]"
man knows where to have me thou knave thou,"[65, 365, 108, 5, 20, 15, 28, 450]"
be followed after them and take a more dilated farewell,"[18, 2763, 316, 64, 4, 95, 8, 55]"
must have that thanks from rome after the measure,"[88, 20, 9, 592, 60, 375, 316, 2]"
of hamlets wildness so shall i hope your virtues,"[6, 7027, 9964, 29, 35, 3, 229, 27]"
and the red glow of scorn and proud disdain,"[4, 2, 1028, 6582, 6, 716, 4, 461]"
or earth gape open wide and eat him quick,"[50, 288, 3030, 638, 1199, 4, 430, 23]"
i was told that by one that knows him better than,"[3, 53, 277, 9, 36, 68, 9, 365]"
it shall be so ill send her to my house,"[14, 35, 18, 29, 63, 332, 34, 5]"
painted blind with a muffler afore her eyes to,"[1854, 794, 21, 8, 7153, 3259, 34, 141]"
i am very glad of it ill plague him ill torture,"[3, 49, 142, 432, 6, 14, 63, 720]"
but first ill turn yon fellow in his grave,"[19, 157, 63, 291, 2199, 322, 11, 25]"
which taken at the flood leads on to fortune,"[66, 731, 46, 2, 1564, 1795, 42, 5]"
i confess both they are both the varnish of a,"[3, 851, 164, 45, 39, 164, 2, 11097]"
my crown i am but still my griefs are mine,"[10, 342, 3, 49, 19, 204, 10, 1208]"
foul fiend of france and hag of all despite,"[425, 1214, 6, 240, 4, 5044, 6, 37]"
when i did name her brothers then fresh tears,"[58, 3, 86, 152, 34, 875, 62, 896]"
titus lartius having set a guard upon corioli going with drum and trumpet toward cominius and caius marcius enters with lieutenant other soldiers and a scout,"[1231, 2926, 671, 196, 8, 766, 105, 6790]"
i could not speak with dromio since at first,"[3, 128, 12, 101, 21, 1158, 212, 46]"
look you if you take the matter otherwise than is,"[115, 7, 30, 7, 95, 2, 309, 2672]"
so come help well struck there was blow for blow,"[29, 52, 284, 51, 826, 73, 53, 694]"
so great fear of my name mongst them was spread,"[29, 124, 135, 6, 10, 152, 3045, 64]"
no quips now pistol indeed i am in the waist two,"[33, 4923, 44, 2765, 254, 3, 49, 11]"
were in wild hurry here do we make his friends,"[74, 11, 883, 9584, 72, 31, 38, 82]"
that had a court no bigger than this cave,"[9, 77, 8, 308, 33, 2583, 79, 24]"
by jove i always took three threes for nine,"[36, 970, 3, 1138, 442, 225, 7483, 16]"
only downright oaths which i never use till urged,"[379, 7201, 858, 66, 3, 130, 243, 146]"
o your desert speaks loud and i should wrong it,"[54, 27, 2182, 576, 1269, 4, 3, 83]"
for since these arms of mine had seven years pith,"[16, 212, 109, 361, 6, 102, 77, 862]"
washing her hands i have known her continue in,"[7535, 34, 258, 3, 20, 369, 34, 3291]"
with drinking healths to my niece ill drink to,"[21, 1781, 5679, 5, 10, 876, 63, 475]"
i will catechise the world for him that is make,"[3, 26, 7813, 2, 133, 16, 23, 9]"
nothing but this yes as much love in rhyme,"[188, 19, 24, 477, 22, 104, 59, 11]"
the man grows mad away with him come come sir,"[2, 65, 922, 328, 159, 21, 23, 52]"
the moon is never but a month old and i say beside,"[2, 541, 13, 130, 19, 8, 1196, 139]"
but ill be master of it wilt thou not,"[19, 63, 18, 144, 6, 14, 292, 28]"
warwick what are thy news and yours fair queen,"[540, 32, 39, 41, 320, 4, 330, 156]"
as i have read laid claim unto the crown,"[22, 3, 20, 423, 805, 1034, 421, 2]"
but few now give so great ones my barge stays,"[19, 1023, 44, 90, 29, 124, 760, 10]"
to woo a maid in way of marriage lastly,"[5, 756, 8, 424, 11, 148, 6, 995]"
that would upon the rack of this tough world,"[9, 43, 105, 2, 2260, 6, 24, 5765]"
they call for dates and quinces in the pastry,"[45, 166, 16, 7929, 4, 13105, 11, 2]"
had rather hear my dog bark at a crow than a man,"[77, 272, 119, 10, 452, 1265, 46, 8]"
i chose her when i could not ask my father,"[3, 2141, 34, 58, 3, 128, 12, 428]"
and leap for joy though they are lame with blows,"[4, 1713, 16, 420, 143, 45, 39, 2620]"
men give like gods but when they weep and kneel,"[116, 90, 87, 201, 19, 58, 45, 389]"
why then lets on our way in silent sort,"[91, 62, 363, 42, 56, 148, 11, 1722]"
honest man look you and soon dashed he is a,"[323, 65, 115, 7, 4, 530, 6594, 17]"
i would have said it you say well here comes the king,"[3, 43, 20, 219, 14, 7, 71, 51]"
why so earnestly seek you to put up that letter,"[91, 29, 7357, 338, 7, 5, 170, 107]"
give me the daggers the sleeping and the dead,"[90, 15, 2, 2529, 2, 2895, 4, 2]"
your worship shall know by this honest old man and,"[27, 975, 35, 69, 36, 24, 323, 139]"
do it not with poison strangle her in her bed even,"[31, 14, 12, 21, 1240, 7320, 34, 11]"
is basest doth tread i shall be forsworn which,"[13, 5423, 140, 1430, 3, 35, 18, 1278]"
dare no more stretch this finger of mine than he,"[345, 33, 55, 2365, 24, 955, 6, 102]"
wilt thou undo the worth thou art unpaid for,"[292, 28, 1827, 2, 407, 28, 118, 9837]"
truly sir all that i live by is with the awl i,"[489, 57, 37, 9, 3, 163, 36, 13]"
by the salt rheum that ran between france and it,"[36, 2, 1090, 3556, 9, 1699, 473, 240]"
with torchstaves in their hand and their poor jades,"[21, 10358, 11, 92, 112, 4, 92, 160]"
trumpets sennet and cornets enter two vergers with short silver wands next them two scribes in the habit of doctors after them canterbury alone after him lincoln ely rochester and saint asaph next them with some small distance follows a gentleman bearing the purse with the great seal and a cardinals hat then two priests bearing each a silver cross then a gentlemanusher bareheaded accompanied with a sergeantatarms bearing a silver mace then two gentlemen bearing two great silver pillars after them side by side cardinal wolsey and cardinal campeius two noblemen with the sword and mace king henry viii takes place under the cloth of state cardinal wolsey and cardinal campeius sit under him as judges queen katharine takes place some distance from king henry viii the bishops place themselves on each side the court in manner of a consistory below them the scribes the lords sit next the bishops the rest of the attendants stand in convenient order about the stage,"[1007, 2267, 4, 2297, 113, 137, 10553, 21]"
been what he knew himself it had gone well,"[125, 32, 17, 399, 315, 14, 77, 207]"
with her her niece the lady blanch of spain,"[21, 34, 34, 876, 2, 185, 3270, 6]"
and what have kings that privates have not too,"[4, 32, 20, 329, 9, 10352, 20, 12]"
made me put this main secret in the packet,"[114, 15, 170, 24, 1503, 1557, 11, 2]"
when thou hast hung thy advanced sword i the air,"[58, 28, 155, 2250, 41, 3497, 257, 3]"
i am the sea hark how her sighs do blow,"[3, 49, 2, 321, 695, 70, 34, 965]"
that thought he could do more a very little,"[9, 233, 17, 128, 31, 55, 8, 142]"
wilt thou change fathers i will give thee mine,"[292, 28, 546, 453, 3, 26, 90, 40]"
armed and gone ere ye came to ilium helen was not,"[1931, 4, 207, 203, 266, 259, 5, 13687]"
i should not think it strange for tis a physic,"[3, 83, 12, 100, 14, 431, 16, 98]"
had he been vanquisher as by the same covenant,"[77, 17, 125, 9850, 22, 36, 2, 337]"
thou shouldst come like a fury crownd with snakes,"[28, 839, 52, 87, 8, 1523, 1716, 21]"
not a jew eyes hath not a jew hands organs,"[12, 8, 892, 141, 75, 12, 8, 892]"
let that appear when there is no need of such,"[61, 9, 879, 58, 73, 13, 33, 355]"
his dukedom and his chair with me is left,"[25, 5142, 4, 25, 1166, 21, 15, 13]"
if from this presence thou darest go with me,"[30, 60, 24, 1134, 28, 1427, 76, 21]"
who told me when we both lay in the field,"[106, 277, 15, 58, 38, 164, 313, 11]"
which but thou hast already with all my heart,"[66, 19, 28, 155, 934, 21, 37, 10]"
but must not break my back to heal his finger,"[19, 88, 12, 296, 10, 289, 5, 2652]"
feigning and lovers are given to poetry and what,"[9050, 4, 1354, 39, 388, 5, 5295, 4]"
and yet it irks me the poor dappled fools,"[4, 84, 14, 6326, 15, 2, 160, 8971]"
if he be chaste the flame will back descend,"[30, 17, 18, 1235, 2, 2146, 26, 289]"
this is the time that the unjust man doth thrive,"[24, 13, 2, 110, 9, 2, 3353, 65]"
i do but partly know sir it is music in parts,"[3, 31, 19, 1761, 69, 57, 14, 13]"
it is an office of the gods to venge it,"[14, 13, 78, 698, 6, 2, 201, 5]"
who find in my exile the want of breeding,"[106, 153, 11, 10, 3164, 2, 533, 6]"
their talk at table and their thanks at end,"[92, 350, 46, 1105, 4, 92, 592, 46]"
in every one of these no man is free,"[11, 275, 68, 6, 109, 33, 65, 13]"
not wounded he was wont to come home wounded,"[12, 1908, 17, 53, 967, 5, 52, 267]"
seen the day of wrong through the little hole of,"[310, 2, 134, 6, 340, 395, 2, 228]"
it is so are there balance here to weigh,"[14, 13, 29, 39, 73, 3910, 72, 5]"
was given me by one that had some power,"[53, 388, 15, 36, 68, 9, 77, 103]"
and am falln out with my more headier will,"[4, 49, 2254, 89, 21, 10, 55, 10924]"
beef neer ask me what raiment ill wear for i,"[2581, 314, 428, 15, 32, 6853, 63, 349]"
than to be pitied of thee prithee bring me,"[79, 5, 18, 4497, 6, 40, 515, 208]"
go girl i cannot blame thee now to weep,"[76, 1120, 3, 162, 742, 40, 44, 5]"
a beard of the generals cut and a horrid suit of,"[8, 649, 6, 2, 4489, 400, 4, 8]"
paris is dirt to him and i warrant helen to,"[1388, 13, 3630, 5, 23, 4, 3, 447]"
to this we swore our aid but in short space,"[5, 24, 38, 902, 56, 1004, 19, 11]"
and let the angel whom thou still hast served,"[4, 61, 2, 1559, 222, 28, 204, 155]"
no madam we will bring you on your way,"[33, 357, 38, 26, 208, 7, 42, 27]"
i would not cassius yet i love him well,"[3, 43, 12, 1776, 84, 3, 59, 23]"
i mean it not i seek you a better husband,"[3, 264, 14, 12, 3, 338, 7, 8]"
myself that i was the princes jester that i was,"[256, 9, 3, 53, 2, 925, 4857, 9]"
to thee be worship and thy saints for aye,"[5, 40, 18, 975, 4, 41, 3161, 16]"
perhaps he sees it not or his good nature,"[2058, 17, 1082, 14, 12, 50, 25, 47]"
can trace me in the tedious ways of art,"[97, 3752, 15, 11, 2, 1879, 901, 6]"
he cannot lie with his neighbours wife but it,"[17, 162, 249, 21, 25, 2430, 191, 19]"
or nourishd him as i did with my blood,"[50, 5134, 23, 22, 3, 86, 21, 10]"
he made it seem in the trial of his several friends,"[17, 114, 14, 463, 11, 2, 1504, 6]"
it is the worst and all my lord he writes,"[14, 13, 2, 601, 4, 37, 10, 67]"
no no you shall have it for bearing the letter,"[33, 33, 7, 35, 20, 14, 16, 1036]"
than when i met thee last where now we meet,"[79, 58, 3, 573, 40, 274, 108, 44]"
by love who first did prompt me to inquire,"[36, 59, 106, 157, 86, 2906, 15, 5]"
four times now i to comfort him bid him a,"[511, 443, 44, 3, 5, 506, 23, 248]"
gave me nothing fort can you make no use of,"[366, 15, 188, 909, 97, 7, 82, 33]"
is i know how to curse the red plague rid you,"[13, 3, 69, 70, 5, 702, 2, 1028]"
you have master slender i stand wholly for you,"[7, 20, 144, 1421, 3, 181, 6893, 16]"
those of his chamber as it seemd had done t,"[182, 6, 25, 861, 22, 14, 2097, 77]"
yet you began rudely what are you what would you,"[84, 7, 2565, 7875, 32, 39, 7, 32]"
with five times so much conversation i should get,"[21, 534, 443, 29, 104, 6882, 3, 83]"
and i will make thee think thy swan a crow,"[4, 3, 26, 82, 40, 100, 41, 3864]"
i am afeard you make a wanton of me,"[3, 49, 2042, 7, 82, 8, 1442, 6]"
if you desire the spleen and will laugh yourself,"[30, 7, 418, 2, 2237, 4, 26, 679]"
my brain ill prove the female to my soul,"[10, 898, 63, 341, 2, 3977, 5, 10]"
that had received so much shame you might begin an,"[9, 77, 1188, 29, 104, 290, 7, 171]"
thou must be gone wench thou must be gone thou,"[28, 88, 18, 207, 1131, 28, 88, 18]"
fills him with faults makes him run through all the sins,"[2847, 23, 21, 822, 285, 23, 394, 395]"
how far tis thither if one of mean affairs,"[70, 304, 98, 1068, 30, 68, 6, 264]"
on mine own sword whiles i see lives the gashes,"[42, 102, 121, 257, 1040, 3, 85, 494]"
what a haste looks through his eyes so should he look,"[32, 8, 519, 429, 395, 25, 141, 29]"
for valentine i need not cite him to it,"[16, 14154, 3, 355, 12, 14155, 23, 5]"
and caesars thrasonical brag of i came saw and,"[4, 1679, 9106, 2682, 6, 3, 259, 318]"
my hat to a halfpenny pompey proves the best worthy,"[10, 1155, 5, 8, 7002, 891, 3272, 2]"
and when i told thee he was of my counsel,"[4, 58, 3, 277, 40, 17, 53, 6]"
you are come to sandal in a happy hour,"[7, 39, 52, 5, 6311, 11, 8, 570]"
talk with respect and swear but now and then,"[350, 21, 789, 4, 305, 19, 44, 4]"
did that i did not this seven year before i blushed,"[86, 9, 3, 86, 12, 24, 862, 806]"
the traitor lives the true mans put to death,"[2, 977, 494, 2, 129, 417, 170, 5]"
your legs are young ill tread these flats consider,"[27, 735, 39, 220, 63, 1430, 109, 5511]"
thou art my heir the rest i wish thee gather,"[28, 118, 10, 945, 2, 234, 3, 339]"
and we must root him out from your affairs,"[4, 38, 88, 2089, 23, 89, 60, 27]"
will you send him mistress redemption the money in his desk,"[26, 7, 332, 23, 299, 6747, 2, 408]"
i cannot tell things must be as they may men may,"[3, 162, 94, 295, 88, 18, 22, 45]"
o what men dare do what men may do what men daily,"[54, 32, 116, 345, 31, 32, 116, 80]"
tunes let a cup of sack be my poison when a jest,"[4946, 61, 8, 1080, 6, 933, 18, 10]"
or had he scaped methinks we should have heard,"[50, 77, 17, 3009, 714, 38, 83, 20]"
if where thou art two villains shall not be,"[30, 108, 28, 118, 137, 1243, 35, 12]"
and god not we hath plagued thy bloody deed,"[4, 122, 12, 38, 75, 7302, 41, 800]"
have you heard of no likely wars toward twixt the,"[20, 7, 215, 6, 33, 3424, 496, 910]"
when from the dauphins crest thy sword struck fire,"[58, 60, 2, 5028, 3062, 41, 257, 826]"
died he not in his bed where should he die,"[749, 17, 12, 11, 25, 300, 108, 83]"
should so profane the word that taught me craft,"[83, 29, 4821, 2, 172, 9, 1051, 15]"
to eke it and to draw it out in length,"[5, 11696, 14, 4, 5, 385, 14, 89]"
give me a gash put me to present pain,"[90, 15, 8, 4609, 170, 15, 5, 514]"
to be a speaker free when i am hence,"[5, 18, 8, 3386, 467, 58, 3, 49]"
care keeps his watch in every old mans eye,"[331, 824, 25, 623, 11, 275, 139, 417]"
when for fames sake for praise an outward part,"[58, 16, 11146, 402, 16, 459, 78, 2230]"
i will my lord i pray you pardon me,"[3, 26, 10, 67, 3, 123, 7, 419]"
not so young sir to love a woman for singing nor,"[12, 29, 220, 57, 5, 59, 8, 279]"
son the whole name of the war he hath in this,"[161, 2, 558, 152, 6, 2, 368, 17]"
to see my friends in padua but of all,"[5, 85, 10, 217, 11, 2974, 19, 6]"
to end the one of us and would to god,"[5, 278, 2, 68, 6, 81, 4, 43]"
fie fie on all tired jades on all mad masters and,"[736, 736, 42, 37, 2922, 2750, 42, 37]"
i have heard of your paintings too well enough god,"[3, 20, 215, 6, 27, 9972, 96, 51]"
as the honey of hybla my old lad of the castle and,"[22, 2, 2227, 6, 6010, 10, 139, 1875]"
as i will meet thee if thou stir abroad,"[22, 3, 26, 253, 40, 30, 28, 668]"
but half my lay thoughts in him some of these,"[19, 346, 10, 313, 474, 11, 23, 103]"
brief i pray you for you see it is a busy time with me,"[784, 3, 123, 7, 16, 7, 85, 14]"
to you and toward your friend whose love had spoke,"[5, 7, 4, 910, 27, 235, 255, 59]"
why did you laugh then when i said man delights not me,"[91, 86, 7, 679, 62, 58, 3, 219]"
and i here at the bulwark of the bridge,"[4, 3, 72, 46, 2, 8363, 6, 2]"
and threatened me with death going in the vault,"[4, 5752, 15, 21, 127, 708, 11, 2]"
sithence in the loss that may happen it concerns,"[8754, 11, 2, 579, 9, 80, 4425, 14]"
again for all the coin in thy fathers exchequer,"[178, 16, 37, 2, 2546, 11, 41, 453]"
